Ticker,sector
UMPQ,10.0
STL,10.0
WTM,10.0
AXS,10.0
KMPR,10.0
FNB,10.0
BOH,10.0
FHB,10.0
LMND,10.0
BHF,10.0
JHG,10.0
AGO,10.0
BOKF,10.0
SC,10.0
VIRT,10.0
RKT,10.0
MCY,10.0
CNA,10.0
UPST,10.0
TFSL,10.0
GOCO,10.0
UWMC,10.0
HON,11.0
UNP,11.0
UPS,11.0
RTX,11.0
BA,11.0
MMM,11.0
GE,11.0
CAT,11.0
DE,11.0
LMT,11.0
CSX,11.0
ITW,11.0
UBER,11.0
FDX,11.0
ETN,11.0
NSC,11.0
WM,11.0
EMR,11.0
NOC,11.0
ROP,11.0
JCI,11.0
CARR,11.0
GD,11.0
TT,11.0
LHX,11.0
INFO,11.0
OTIS,11.0
PH,11.0
ROK,11.0
CTAS,11.0
CSGP,11.0
CMI,11.0
TDG,11.0
FAST,11.0
SWK,11.0
AME,11.0
CPRT,11.0
EFX,11.0
VRSK,11.0
LUV,11.0
ODFL,11.0
PCAR,11.0
RSG,11.0
DAL,11.0
GNRC,11.0
DOV,11.0
FTV,11.0
KSU,11.0
URI,11.0
TRU,11.0
XYL,11.0
EXPD,11.0
TDY,11.0
GWW,11.0
IR,11.0
IEX,11.0
J,11.0
TXT,11.0
WAB,11.0
MAS,11.0
UAL,11.0
LYFT,11.0
JBHT,11.0
NDSN,11.0
FBHS,11.0
LDOS,11.0
GGG,11.0
PLUG,11.0
PNR,11.0
AXON,11.0
AAL,11.0
PWR,11.0
ALLE,11.0
HWM,11.0
TTC,11.0
CHRW,11.0
SNA,11.0
TREX,11.0
BAH,11.0
LII,11.0
HUBB,11.0
RUN,11.0
MIDD,11.0
RHI,11.0
CSL,11.0
CLVT,11.0
OC,11.0
BLDR,11.0
HEIA,11.0
AOS,11.0
WSO,11.0
ST,11.0
ROL,11.0
DCI,11.0
ITT,11.0
ACM,11.0
NLSN,11.0
LECO,11.0
AGCO,11.0
XPO,11.0
SITE,11.0
KNX,11.0
HII,11.0
IAA,11.0
VRT,11.0
OSK,11.0
ALK,11.0
WMS,11.0
GXO,11.0
SRCL,11.0
WWD,11.0
MAN,11.0
HEI,11.0
LSTR,11.0
RBC,11.0
AYI,11.0
FLS,11.0
CFX,11.0
CACI,11.0
MSA,11.0
NVT,11.0
MTZ,11.0
CLH,11.0
AWI,11.0
BWXT,11.0
UHAL,11.0
CR,11.0
TKR,11.0
CW,11.0
SAIC,11.0
FCN,11.0
AL,11.0
VMI,11.0
JBLU,11.0
SPCE,11.0
HXL,11.0
ALSN,11.0
R,11.0
AZEK,11.0
SPR,11.0
UNVR,11.0
MSM,11.0
KEX,11.0
CHPT,11.0
DNB,11.0
SHLS,11.0
MRCY,11.0
CPA,11.0
ADT,11.0
GTES,11.0
TSP,11.0
DRVN,11.0
SNDR,11.0
